caseid,weight,treatment,q16,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q21_7,q21_8,q21_9,q21_10,q1s,q6s,q3s,q4a,q4b,q5,q7,q135,q136,q137,q123,q124,q125,q129s,q130s,q131s,q132s,q141s,birthyr,gender,race,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,casualties,casualties_dummy,casualties_9,casualties_50,casualties_250,democracy,nuclear,ally,q135a,mc_1,mc_1_broad,mc_2,mc_3,mc_all,mc_all_broad,casualties_dummy_perceived,casualties_perceived,casualties_9_perceived,casualties_50_perceived,casualties_250_perceived,nuclear_perceived,ally_perceived,commitments,honorable,interests,prevent,age,female,republican,democrat,nationalism,nationalism_dummy,hawkishness,hawkishness_dummy,isolationism,isolationism_dummy,stronger_nonmilitary,stronger_military,stronger_military2,moderate_nonmilitary,moderate_military,weak_nonmilitary,weak_military,x_noforce,x_force,t_mean_noforce,t_upper_noforce,t_lower_noforce,t_mean_force,t_upper_force,t_lower_force,pvalue_force,pvalue_noforce,x_9,x_50,x_250,t_mean_9,t_upper_9,t_lower_9,t_mean_50,t_upper_50,t_lower_50,t_mean_250,t_upper_250,t_lower_250,pvalue_0_9,pvalue_9_50,pvalue_50_250,_est_m1,_est_m1a,_est_m3,_est_m3a,_est_m4,_est_m4a,_est_m2a,_est_m2
1464476075,1.0281725479054,Group 2,52635,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,selected,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,Very superior,Very many,Somewhat disagree,9,0,Yes,0,Impose economic sanctions on the attacker,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,1957,Male,White,Some college,Married,Permanently disabled,"$20,000 - $29,999",No,Independent,Independent,Donald Trump,Donald Trump,Iowa,Yes,Conservative,Most of the time,Nothing in particular,Seldom,No,Not too important,Seldom,1937852732000,1937853675000,9,1,1,0,0,0,0,0,9,1,1,1,0,0,0,1,9,1,0,0,0,1,1,0,1,1,6.4000001,0,0,0,2,0,2.3333333,1,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464752253,.657085544295464,Group 32,80110,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations,A little superior,Some,Neither agree nor disagree,250,Yes,Yes,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1962,Female,White,High school graduate,Married,Full-time,"$30,000 - $39,999",Yes,Independent,Lean Democrat,Did not vote for President,Joe Biden,Colorado,Yes,Liberal,Some of the time,Nothing in particular,Never,No,Somewhat important,Never,1937853312000,1937853698000,250,1,0,0,1,1,1,1,250,1,1,1,1,1,1,1,250,0,0,1,1,1,1,1,1,1,5.9000001,1,0,0,1.3333334,0,2,0,2,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464517433,.8610275285692049,Group 21,76110,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Can't be too careful,Not at all superior,Very many,Somewhat agree,0,Yes,0,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,1981,Female,White,Post-grad,Domestic / civil partnership,Part-time,Prefer not to say,No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Texas,Yes,Very liberal,Most of the time,Protestant,Once or twice a month,No,Somewhat important,Several times a day,1937853163000,1937853698000,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,4,1,0,1,0,0,1.6666666,0,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1463797875,.891560495498159,Group 22,40160,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations,Somewhat superior,Some,Somewhat agree,9,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1955,Male,White,Some college,Married,Retired,"$10,000 - $19,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Kentucky,Yes,Very liberal,Most of the time,Agnostic,Never,No,Not at all important,Seldom,1937853250000,1937853699000,9,1,1,0,0,1,1,0,9,1,1,1,0,0,0,1,9,1,0,0,1,1,1,1,0,0,6.5999999,0,0,1,2,0,2.3333333,1,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464221597,1.2013391202967,Group 2,21015,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful,Somewhat superior,None,Somewhat agree,9,0,0,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,1948,Male,White,4-year,Married,Other,"$40,000 - $49,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Maryland,Yes,Moderate,Most of the time,Agnostic,Never,No,Not at all important,Never,1937852571000,1937853700000,9,1,1,0,0,0,0,0,9,1,1,1,1,1,1,1,9,1,0,0,0,0,0,0,1,0,7.3000002,0,0,0,3.3333333,1,4,1,3,1,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464918873,.939413772259482,Group 28,30038,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Strongly agree,Neither agree nor disagree,Strongly disagree,Can't be too careful,Somewhat superior,Some,Somewhat agree,250,Yes,0,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1954,Female,Black,2-year,Divorced,Full-time,"$20,000 - $29,999",No,Democrat,Not very strong Democrat,Did not vote for President,Joe Biden,Georgia,Yes,Moderate,Some of the time,Nothing in particular,Once a week,No,Very important,A few times a week,1937853004000,1937853706000,250,1,0,0,1,1,0,1,250,1,1,0,0,0,0,1,250,0,0,1,1,0,1,0,0,0,6.6999998,1,0,1,2,0,2,0,3,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464881753,.962699235538418,Group 9,77515,not selected,not selected,not selected,selected,not selected,selected,selected,selected,selected,selected,not selected,selected,not selected,selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful,A little superior,Some,Somewhat agree,0,0,Yes,0,Impose economic sanctions on the attacker,,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1961,Female,White,Some college,Married,Retired,"$50,000 - $59,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Did not vote for President,Texas,Yes,Moderate,Most of the time,Nothing in particular,Seldom,Yes,Somewhat important,Several times a day,1937850352000,1937853707000,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,6,1,0,1,1.3333334,0,2.3333333,1,3,1,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464007953,1.31519597583051,Group 27,32256,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful,Very superior,A few,Strongly disagree,50,0,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,1943,Male,White,4-year,Widowed,Retired,"$10,000 - $19,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Florida,Yes,Conservative,Most of the time,Jewish,Seldom,No,Not too important,Never,1937853084000,1937853711000,50,1,0,1,0,1,0,1,50,1,1,1,1,1,1,1,50,0,1,0,0,1,1,1,1,1,7.8000002,0,1,0,3.3333333,1,4,1,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464655133,.8382675216751651,Group 30,33573,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,selected,selected,not selected,selected,selected,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful,Not at all superior,Some,Somewhat disagree,9,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,1940,Female,White,High school graduate,Married,Retired,"$20,000 - $29,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Florida,Yes,Moderate,Most of the time,Roman Catholic,A few times a year,No,Very important,Several times a day,1937852888000,1937853717000,9,1,1,0,0,1,1,1,9,1,1,1,1,1,1,1,9,1,0,0,1,1,1,1,1,0,8.1000004,1,0,1,.66666669,0,1.6666666,0,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464926853,1.11596682441569,Group 30,6040,not selected,selected,selected,not selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Strongly agree,Neither agree nor disagree,Strongly agree,Can't be too careful,Not at all superior,Some,Somewhat disagree,9,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,1959,Male,White,4-year,Divorced,Full-time,"$100,000 - $119,999",No,Democrat,Strong Democrat,Did not vote for President,Donald Trump,Connecticut,Yes,Very liberal,Most of the time,Roman Catholic,A few times a year,No,Very important,Several times a day,1937853110000,1937853720000,9,1,1,0,0,1,1,1,9,1,1,1,1,1,1,1,9,1,0,0,1,1,1,1,0,1,6.1999998,0,0,1,.66666669,0,3.3333333,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464901673,.774380865727092,Group 15,52002,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,selected,not selected,selected,selected,Strongly disagree,Somewhat agree,Somewhat agree,Can trust other nations,Very superior,A few,Somewhat disagree,50,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,1952,Female,White,High school graduate,Widowed,Retired,Prefer not to say,No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Iowa,Yes,Liberal,Only now and then,Roman Catholic,Seldom,No,Somewhat important,A few times a month,1937853341000,1937853732000,50,1,0,1,0,0,1,1,50,1,1,1,1,1,1,1,50,0,1,0,1,1,1,1,1,1,6.9000001,1,0,1,3.3333333,1,1.3333334,0,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464537227,.793195048794893,Group 25,15236,not selected,not selected,not selected,selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Can trust other nations,A little superior,Some,Somewhat disagree,0,0,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,1944,Female,White,4-year,Married,Retired,"$70,000 - $79,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Pennsylvania,Yes,Very liberal,Most of the time,Protestant,Seldom,No,Not too important,A few times a month,1937852922000,1937853783000,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,7.6999998,1,0,1,1.3333334,0,1.3333334,0,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464927157,.528822030988675,Group 2,7075,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Strongly disagree,Strongly agree,Somewhat agree,Can't be too careful,Somewhat superior,Some,Strongly disagree,9,0,0,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,1967,Male,Asian,4-year,Married,Full-time,"$150,000 - $199,999",Yes,Independent,Lean Republican,Hillary Clinton,Jo Jorgensen,New Jersey,Yes,Conservative,Some of the time,Something else,Once a week,Yes,Somewhat important,A few times a week,1937853320000,1937853806000,9,1,1,0,0,0,0,0,9,1,1,1,1,1,1,1,9,1,0,0,0,0,1,0,1,1,5.4000001,0,0,0,2,0,1,0,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464904335,.8610275285692049,Group 3,20646,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat disagree,Somewhat agree,Somewhat agree,Can trust other nations,A little superior,A few,Somewhat disagree,50,0,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,1978,Female,White,Post-grad,Domestic / civil partnership,Full-time,"$350,000 - $499,999",Yes,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Maryland,Yes,Moderate,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,1937850485000,1937853808000,50,1,0,1,0,0,0,0,50,1,1,1,0,0,0,1,50,0,1,0,0,1,1,1,1,1,4.3000002,1,0,0,2,0,1.6666666,0,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464922155,.633106913820969,Group 13,1089,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful,Somewhat superior,A few,Somewhat agree,0,Yes,0,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,1964,Female,White,4-year,Married,Full-time,"$70,000 - $79,999",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Massachusetts,Yes,Moderate,Most of the time,Roman Catholic,Never,No,Somewhat important,Seldom,1937852666000,1937853811000,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,5.6999998,1,0,1,2.6666667,1,3,1,3,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464919823,.871235396644165,Group 15,2451,not selected,not selected,selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful,Not at all superior,Some,Strongly disagree,50,Yes,Yes,0,Impose economic sanctions on the attacker,,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1942,Male,White,Post-grad,Married,Retired,"$200,000 - $249,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Massachusetts,Yes,Liberal,Most of the time,Protestant,Once or twice a month,No,Not too important,Never,1937853133000,1937853828000,50,1,0,1,0,0,1,1,50,1,1,1,1,1,1,1,50,0,1,0,1,1,1,0,0,0,7.9000001,0,0,1,.66666669,0,3,1,0,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464222783,1.43662823936144,Group 5,70706,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,Strongly agree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Very superior,A few,Neither agree nor disagree,0,Yes,0,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,1957,Female,White,Post-grad,Divorced,Part-time,Prefer not to say,No,Independent,Independent,Donald Trump,Donald Trump,Louisiana,Yes,Conservative,Most of the time,Roman Catholic,More than once a week,Yes,Very important,Several times a day,1937853230000,1937853828000,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,6.4000001,1,0,0,3.3333333,1,3,1,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464846169,.891560495498159,Group 7,95666,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Somewhat agree,Strongly agree,Can't be too careful,Somewhat superior,A few,Strongly disagree,50,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,1950,Male,White,2-year,Married,Retired,"$100,000 - $119,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,California,Yes,Moderate,Most of the time,Atheist,Never,No,Not at all important,Never,1937853239000,1937853832000,50,1,0,1,0,0,1,0,50,1,1,1,0,0,0,1,50,0,1,0,1,1,1,1,1,1,7.0999999,0,0,1,2.6666667,1,2.6666667,1,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464324827,1.02957037649004,Group 6,40502,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Strongly agree,Somewhat disagree,Strongly agree,Can't be too careful,Somewhat superior,Some,Strongly disagree,9,Yes,0,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,1957,Male,Other,4-year,Married,Full-time,Prefer not to say,No,Republican,Not very strong Republican,Donald Trump,Donald Trump,Kentucky,Yes,Very conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,1937853078000,1937853855000,9,1,1,0,0,0,1,0,9,1,1,1,1,1,1,1,9,1,0,0,1,0,1,1,1,1,6.4000001,0,1,0,2,0,3.6666667,1,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464911485,.869668911783907,Group 8,64053,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,not selected,selected,not selected,selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations,Not at all superior,Very many,Somewhat disagree,250,Yes,0,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,1974,Female,White,Post-grad,Never married,Unemployed,"Less than $10,000",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Missouri,Yes,Liberal,Some of the time,Atheist,Never,No,Not at all important,Seldom,1937851882000,1937853873000,250,1,0,0,1,0,1,0,250,1,1,1,1,1,1,1,250,0,0,1,1,0,1,0,0,0,4.6999998,1,0,1,0,0,2.3333333,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464541157,.869668911783907,Group 23,32931,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,not selected,selected,selected,selected,Strongly disagree,Somewhat agree,Neither agree nor disagree,Can trust other nations,A little superior,Some,Strongly disagree,50,Yes,0,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1973,Female,White,Post-grad,Domestic / civil partnership,Part-time,"$40,000 - $49,999",No,Independent,Independent,Hillary Clinton,Joe Biden,New York,Yes,Moderate,Some of the time,Atheist,Never,No,Not at all important,Never,1937853489000,1937853890000,50,1,0,1,0,1,1,0,50,1,1,1,1,1,1,1,50,0,1,0,1,0,0,0,0,0,4.8000002,1,0,0,1.3333334,0,1,0,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464893815,1.259591173197,Group 26,36265,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,selected,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Somewhat superior,Very many,Strongly agree,9,Yes,Yes,0,Do nothing,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,1973,Female,White,High school graduate,Divorced,Unemployed,"$10,000 - $19,999",No,Independent,Lean Democrat,Did not vote for President,Donald Trump,Alabama,Yes,Moderate,Some of the time,Nothing in particular,Seldom,Yes,Somewhat important,Once a day,1937850024000,1937853905000,9,1,1,0,0,1,0,1,9,1,1,0,1,0,0,1,9,1,0,0,1,1,1,1,1,1,4.8000002,1,0,0,1.3333334,0,2.6666667,1,4,1,0,,,0,,1,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464205895,.882460691650925,Group 22,34420,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Somewhat agree,Strongly agree,Can't be too careful,Not at all superior,Some,Neither agree nor disagree,250,0,0,0,Do nothing,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,1952,Female,White,High school graduate,Widowed,Retired,"$20,000 - $29,999",No,Independent,Independent,Did not vote for President,Did not vote for President,Florida,Yes,Conservative,Only now and then,Nothing in particular,Never,No,Not at all important,Never,1937853258000,1937853914000,9,1,1,0,0,1,1,0,250,0,1,0,1,0,0,1,250,0,0,1,0,0,0,0,0,0,6.9000001,1,0,0,.66666669,0,2.3333333,1,2,0,0,,,0,,1,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
