attention_1,attention_2,attention_3,attention_4,attention_5,attention_6,attention_7,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,israel_sentiment_1,israel_sentiment_2,israel_sentiment_3,israel_sentiment_4,israel_sentiment_5,israel_sentiment_6,letter,antisemitism_1,antisemitism_2,antisemitism_3,antisemitism_4,antisemitism_5,report_eval,man_a,man_b,man_c,man_d,apartheid,antisemitism_opened,sex,sex_3_TEXT,state,race,race_6_TEXT,ethnicity,age_1,education,religion,religion_11_TEXT,partisanship,age,gender,hhi,ethnicity,hispanic,education,political_party,region,condition 
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,1.814,1.814,7.4,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Not very antisemitic,Yes,No,No,No,Famene,Can't difficult  for them ,Female,,Nevada,Black or African American,,Not Hispanic or Latino or Spanish origin,52,Bachelor's degree in college (4-year),Other,Christian ,Strong Democrat,52,2,14,2,1,6,1,4,7
Disagree strongly,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,0,0,10.881,0,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,No letter,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not at all antisemitic,Yes,No,No,No,A discriminatory practice of forced segregation. ,Nazi-ism. To think that Jews are lesser than as a prejudiced and white supremacist belief.,Other,Genderfluid,Pennsylvania,White,,Not Hispanic or Latino or Spanish origin,35,Master's degree,Atheist/agnostic,,"Independent, but Lean Democrat",35,2,9,1,1,7,3,1,2
Somewhat Agree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,0,0,17.838,0,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,I'd like to write a letter in opposition of Israel,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Very antisemitic,Yes,Yes,Yes,Yes,BS,BS,Female,,Wisconsin,White,,Not Hispanic or Latino or Spanish origin,35,Some college but no degree,Atheist/agnostic,,Strong Republican,35,2,8,1,1,4,10,2,3
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,0,0,16.462,0,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,No letter,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,No,No,No,No,No idea,People discriminating against Jewish people,Female,,New York,White,,Not Hispanic or Latino or Spanish origin,35,Associate degree in college (2-year),Jewish,,Strong Republican,35,2,1,1,1,5,10,1,1
Somewhat Disagree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,17.33,23.885,34.059,2,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,No letter,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Not very antisemitic,Yes,Yes,Yes,Yes,"Segregation in regards to race, religion, or other groupings",Prejudism towards Jewish people,Female,,Kansas,White,,Not Hispanic or Latino or Spanish origin,37,Some college but no degree,Other,Christian non denominational ,Democrat,37,2,8,1,1,3,3,2,6
Somewhat Agree,Somewhat Disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,1.5,79.555,80.632,7,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Very antisemitic,Yes,Yes,Yes,No,Apartheid is demonizing because of race,Lies spewing hate,Female,,Alabama,Black or African American,,Not Hispanic or Latino or Spanish origin,45,Some college but no degree,Other,Christian,Strong Democrat,45,2,2,2,1,4,1,3,6
Somewhat Agree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,36.635,44.152,44.862,3,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,No letter,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat antisemitic,Yes,Yes,No,Yes,Racial segregation,Prejudice against Jewish people,Female,,Ohio,White,,Not Hispanic or Latino or Spanish origin,73,Bachelor's degree in college (4-year),Atheist/agnostic,,Strong Democrat,73,2,14,1,1,6,1,2,7
Somewhat Agree,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,5.529,5.529,7.543,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,,No,Yes,Yes,No,I'm not sure ,I'm not sure,Male,,California,Black or African American,,Not Hispanic or Latino or Spanish origin,23,High school graduate (high school diploma or equivalent including GED),Nothing in particular,,Independent,22,1,-3105,15,2,2,7,4,1
Somewhat Disagree,Somewhat Agree,Neither agree nor disagree,Somewhat Disagree,Somewhat Agree,Disagree strongly,Agree strongly,4.284,20.036,26.093,5,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,No letter,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Not very antisemitic,Yes,Yes,Yes,No,im not political,hating og jews,Male,,California,White,,Hispanic or Latino or Spanish origin,55,Some college but no degree,Roman Catholic,,Democrat,55,1,14,16,2,6,2,4,6
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,0.906,4.651,6.261,4,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,No letter,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Not at all antisemitic,Yes,Yes,Yes,Yes,segregation on grounds other than race ,hostility to or prejudice against Jewish people.,Female,,Louisiana,Black or African American,,Not Hispanic or Latino or Spanish origin,19,Some college but no degree,Nothing in particular,,"Independent, but Lean Democrat",19,2,1,2,1,2,2,3,6
Agree strongly,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,0,0,60.081,0,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,I'd like to write a letter in support of Israel,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not very antisemitic,Yes,No,No,No,It is a form of segregation.,Prejudice of the Jewish people.,Female,,Iowa,White,,Not Hispanic or Latino or Spanish origin,72,Some college but no degree,Protestant,,Republican,72,2,3,1,1,4,10,2,7
Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,35.649,43.18,54.101,2,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Not very antisemitic,Yes,Yes,No,Yes,"Holding a group of people back. Not allowing them to have normal freedoms, and totally oppressing everything they do.",Being totally against one sect/religion,Male,,Florida,White,,Not Hispanic or Latino or Spanish origin,56,High school graduate (high school diploma or equivalent including GED),Nothing in particular,,"Independent, but Lean Democrat",56,1,6,1,1,2,3,3,4
Agree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree strongly,0.889,11.22,12.146,5,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,No letter,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Not at all antisemitic,No,No,Yes,No,segregation on grounds other than race.,hostility to or prejudice against Jewish people.,Male,,California,Black or African American,,Not Hispanic or Latino or Spanish origin,25,High school graduate (high school diploma or equivalent including GED),Other,,Strong Democrat,24,1,-3105,2,1,2,1,4,5
Somewhat Agree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,54.855,54.855,64.557,1,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,I'd like to write a letter in support of Israel,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat antisemitic,Yes,Yes,No,No,Not completely sure,Against the Jewish people,Female,,Tennessee,White,,Not Hispanic or Latino or Spanish origin,66,Associate degree in college (2-year),Protestant,,Strong Republican,66,2,2,1,1,4,10,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2,4,1,1,2,7,4,
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,1,7,1,6,2,4,
Agree strongly,Agree strongly,Neither agree nor disagree,Somewhat Agree,Agree strongly,Disagree strongly,Agree strongly,2.244,3.377,5.801,2,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,No letter,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Not at all antisemitic,No,Yes,Yes,Yes,Na,Na,Female,,Pennsylvania,White,,Not Hispanic or Latino or Spanish origin,34,Associate degree in college (2-year),Roman Catholic,,Strong Democrat,34,2,6,1,1,5,1,1,4
Disagree strongly,Somewhat Agree,Neither agree nor disagree,Somewhat Disagree,Disagree strongly,Disagree strongly,Agree strongly,0,0,18.813,0,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,I'd like to write a letter in opposition of Israel,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not at all antisemitic,Yes,Yes,No,No,A ruling group subjugating a minority group to second class conditions separate and unequal to their own on the basis of ethnicity and their own perceived superiority over the others group or groups by means of force.,"A bigotry or prejudice against those of Semitic heritage, primarily the Jewish people or Jewish persons based on their perceived inferiority.",Male,,Nebraska,White,,Not Hispanic or Latino or Spanish origin,38,Less than high school degree,Atheist/agnostic,,"Independent, but Lean Democrat",38,1,15,1,1,1,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2,-3105,16,15,6,3,4,
Somewhat Disagree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,0,0,29.15,0,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No letter,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,,No,No,No,No,a system discrimination and separation based on race,hatred and animosity towards Jews,Female,,California,White,,Not Hispanic or Latino or Spanish origin,59,Bachelor's degree in college (4-year),Other,"Love, Buddhist Christian",Strong Democrat,59,2,19,15,1,6,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,4,15,14,2,7,4,
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Disagree,Disagree strongly,Agree strongly,0,0,28.901,0,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,I'd like to write a letter in opposition of Israel,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Not very antisemitic,Yes,Yes,Yes,Yes,it is the worst thing on the world,I do not believe in this,Male,,North Carolina,Middle Eastern,,Not Hispanic or Latino or Spanish origin,50,Master's degree,Muslim,,"Independent, but Lean Democrat",50,1,20,16,1,8,3,3,5
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Agree strongly,Disagree strongly,Agree strongly,35.801,75.289,76.231,3,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat antisemitic,Yes,Yes,No,Yes,A system of segregation and/or discrimination  based on race or other factors.,Discrimination against the Jewish people.,Male,,Michigan,White,,Not Hispanic or Latino or Spanish origin,70,Bachelor's degree in college (4-year),Roman Catholic,,Republican,70,1,-3105,16,1,6,10,2,7
Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,11.488,218.694,250.04,5,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Not very antisemitic,Yes,No,Yes,Yes,No mixing of societies. Absolute separation of gender and by races.,People being prejudice against Jewish people. Down and out hostile towards Jews.,Female,,California,White,,Hispanic or Latino or Spanish origin,63,Some college but no degree,Roman Catholic,,Democrat,63,2,4,15,2,4,1,4,7
Agree strongly,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,1.618,50.572,69.143,6,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,No letter,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Not very antisemitic,Yes,Yes,No,No,Systematic oppression and execution of another ethnicity,Bigotry towards Jews ,Male,,Colorado,White,,Not Hispanic or Latino or Spanish origin,31,"Professional degree (JD, MD)",Nothing in particular,,Republican,31,1,19,1,1,8,5,4,5
Disagree strongly,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,1.413,8.171,9.064,5,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,I'd like to write a letter in opposition of Israel,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not at all antisemitic,Yes,Yes,Yes,Yes,Intentional socioeconomic separation and oppression of one group within the same country. ,Prejudice and discrimination against people who believe in Judaism ,Male,,California,Black or African American,,Hispanic or Latino or Spanish origin,23,Some college but no degree,Atheist/agnostic,,Strong Democrat,23,1,9,2,2,4,1,4,5
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,0,0,25.783,0,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,No letter,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very antisemitic,Yes,Yes,Yes,No,a partied is the system that racially separates and limits freedom for a race that has limited or no political power in a country,Antisemitism is the hatred of jews,Male,,Alaska,White,,Not Hispanic or Latino or Spanish origin,63,Bachelor's degree in college (4-year),Nothing in particular,,"Independent, but Lean Republican",59,1,7,3,1,6,4,4,6
